ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-10-03,9317.194588433282,9665.32182061854,11068.875719856329,9317.194588433282,9317.194588433282,1032.948806665789,1032.948806665789,1032.948806665789,201.039157720927,201.039157720927,201.039157720927,831.9096489448623,831.9096489448623,831.9096489448623,0.0,0.0,0.0,10350.14339509907
2023-10-04,9318.12487420319,9648.14182276126,11050.238625929851,9318.12487420319,9318.12487420319,1067.3753157720428,1067.3753157720428,1067.3753157720428,233.47138643560308,233.47138643560308,233.47138643560308,833.9039293364398,833.9039293364398,833.9039293364398,0.0,0.0,0.0,10385.500189975231
2023-10-05,9319.055159973095,9689.685164157445,11114.600742501334,9319.055159973095,9319.055159973095,1052.7454327768419,1052.7454327768419,1052.7454327768419,218.76751542434297,218.76751542434297,218.76751542434297,833.9779173524989,833.9779173524989,833.9779173524989,0.0,0.0,0.0,10371.800592749936
2023-10-09,9322.776303052719,9575.374786929306,10987.994508538464,9322.776303052719,9322.776303052719,948.5454440542852,948.5454440542852,948.5454440542852,135.6646311450969,135.6646311450969,135.6646311450969,812.8808129091883,812.8808129091883,812.8808129091883,0.0,0.0,0.0,10271.321747107004
2023-10-10,9323.706588822624,9676.900709132782,11072.189790458347,9323.706588822624,9323.706588822624,1003.1148137230635,1003.1148137230635,1003.1148137230635,201.0391577185059,201.0391577185059,201.0391577185059,802.0756560045577,802.0756560045577,802.0756560045577,0.0,0.0,0.0,10326.821402545687
2023-10-11,9324.636874592532,9623.065909619427,11058.217687952108,9324.636874592532,9324.636874592532,1022.6201829240043,1022.6201829240043,1022.6201829240043,233.4713864381777,233.4713864381777,233.4713864381777,789.1487964858268,789.1487964858268,789.1487964858268,0.0,0.0,0.0,10347.257057516535
2023-10-12,9325.567160362438,9583.53525530353,10974.448990485509,9325.567160362438,9325.567160362438,992.9987725927517,992.9987725927517,992.9987725927517,218.7675154254532,218.7675154254532,218.7675154254532,774.2312571672986,774.2312571672986,774.2312571672986,0.0,0.0,0.0,10318.565932955189
2023-10-15,9328.358017672155,9440.717097313653,10900.418511897122,9328.358017672155,9328.358017672155,828.3888791195255,828.3888791195255,828.3888791195255,108.83944472940966,108.83944472940966,108.83944472940966,719.549434390116,719.549434390116,719.549434390116,0.0,0.0,0.0,10156.746896791681
2023-10-16,9329.288303442061,9511.257349207825,10851.51012463646,9329.288303442061,9329.288303442061,834.5599814786265,834.5599814786265,834.5599814786265,135.66463114545087,135.66463114545087,135.66463114545087,698.8953503331755,698.8953503331755,698.8953503331755,0.0,0.0,0.0,10163.848284920688
2023-10-17,9330.218589211967,9541.999838136982,10897.927622703348,9330.218589211967,9330.218589211967,878.5967812509367,878.5967812509367,878.5967812509367,201.03915771978242,201.03915771978242,201.03915771978242,677.5576235311543,677.5576235311543,677.5576235311543,0.0,0.0,0.0,10208.815370462904
2023-10-18,9331.148874981875,9568.300953646849,10969.52435317414,9331.148874981875,9331.148874981875,889.3651521174513,889.3651521174513,889.3651521174513,233.47138643692912,233.47138643692912,233.47138643692912,655.8937656805223,655.8937656805223,655.8937656805223,0.0,0.0,0.0,10220.514027099325
2023-10-19,9332.07916075178,9481.16486191643,10879.339867617866,9332.07916075178,9332.07916075178,853.0447880170635,853.0447880170635,853.0447880170635,218.76751542404526,218.76751542404526,218.76751542404526,634.2772725930184,634.2772725930184,634.2772725930184,0.0,0.0,0.0,10185.123948768844
2023-10-22,9334.8700180615,9322.536593599949,10741.733695537607,9334.8700180615,9334.8700180615,682.3506387480045,682.3506387480045,682.3506387480045,108.83944472908655,108.83944472908655,108.83944472908655,573.5111940189179,573.5111940189179,573.5111940189179,0.0,0.0,0.0,10017.220656809504
2023-10-23,9335.800303831405,9293.215863515445,10754.216312152601,9335.800303831405,9335.800303831405,691.5091699248471,691.5091699248471,691.5091699248471,135.66463114580472,135.66463114580472,135.66463114580472,555.8445387790424,555.8445387790424,555.8445387790424,0.0,0.0,0.0,10027.309473756253
2023-10-24,9332.725647438034,9419.158449909773,10786.519494293336,9332.725647438034,9332.725647438034,741.0761732945961,741.0761732945961,741.0761732945961,201.03915772004393,201.03915772004393,201.03915772004393,540.0370155745519,540.0370155745519,540.0370155745519,0.0,0.0,0.0,10073.80182073263
2023-10-25,9329.650991044662,9415.722019528668,10811.676566481641,9329.650991044662,9329.650991044662,759.8528907238106,759.8528907238106,759.8528907238106,233.47138643568064,233.47138643568064,233.47138643568064,526.3815042881299,526.3815042881299,526.3815042881299,0.0,0.0,0.0,10089.503881768473
2023-10-26,9326.576334651292,9401.841059702563,10769.732664338913,9326.576334651292,9326.576334651292,733.8980036472799,733.8980036472799,733.8980036472799,218.76751542515547,218.76751542515547,218.76751542515547,515.1304882221245,515.1304882221245,515.1304882221245,0.0,0.0,0.0,10060.474338298573
2023-10-29,9317.352365471177,9245.96022481539,10648.3895063164,9317.352365471177,9317.352365471177,606.4523197197252,606.4523197197252,606.4523197197252,108.83944473018323,108.83944473018323,108.83944473018323,497.612874989542,497.612874989542,497.612874989542,0.0,0.0,0.0,9923.804685190902
2023-10-30,9314.277709077805,9284.445350971559,10662.574339678797,9314.277709077805,9314.277709077805,633.189186294249,633.189186294249,633.189186294249,135.66463114615865,135.66463114615865,135.66463114615865,497.5245551480904,497.5245551480904,497.5245551480904,0.0,0.0,0.0,9947.466895372054
2023-10-31,9311.203052684434,9278.066764698653,10739.660459368291,9311.203052684434,9311.203052684434,701.3826033927716,701.3826033927716,701.3826033927716,201.03915772132058,201.03915772132058,201.03915772132058,500.34344567145115,500.34344567145115,500.34344567145115,0.0,0.0,0.0,10012.585656077204
2023-11-01,9308.128396291064,9330.886064308632,10788.69781372576,9308.128396291064,9308.128396291064,739.4779708261756,739.4779708261756,739.4779708261756,233.47138643825534,233.47138643825534,233.47138643825534,506.00658438792004,506.00658438792004,506.00658438792004,0.0,0.0,0.0,10047.60636711724
2023-11-02,9305.053739897692,9322.983388652943,10737.047439701439,9305.053739897692,9305.053739897692,733.1670761177029,733.1670761177029,733.1670761177029,218.7675154230743,218.7675154230743,218.7675154230743,514.3995606946285,514.3995606946285,514.3995606946285,0.0,0.0,0.0,10038.220816015395
2023-11-05,9295.829770717579,9267.695692157358,10635.118300646842,9295.829770717579,9295.829770717579,662.9793723856442,662.9793723856442,662.9793723856442,108.83944472684003,108.83944472684003,108.83944472684003,554.139927658804,554.139927658804,554.139927658804,0.0,0.0,0.0,9958.809143103223
2023-11-06,9292.755114324207,9306.897236135046,10711.188068559219,9292.755114324207,9292.755114324207,707.1191382388474,707.1191382388474,707.1191382388474,135.66463114509259,135.66463114509259,135.66463114509259,571.454507093755,571.454507093755,571.454507093755,0.0,0.0,0.0,9999.874252563055
2023-11-07,9289.680457930835,9327.528614361283,10724.06234731202,9289.680457930835,9289.680457930835,791.3859859268978,791.3859859268978,791.3859859268978,201.0391577207483,201.0391577207483,201.0391577207483,590.3468282061494,590.3468282061494,590.3468282061494,0.0,0.0,0.0,10081.066443857733
2023-11-08,9286.605801537464,9419.975336114805,10849.09154118231,9286.605801537464,9286.605801537464,843.9949695895298,843.9949695895298,843.9949695895298,233.47138643700677,233.47138643700677,233.47138643700677,610.5235831525227,610.5235831525227,610.5235831525227,0.0,0.0,0.0,10130.600771126994
2023-11-12,9274.307175963979,9347.392071049322,10777.6473328986,9274.307175963979,9274.307175963979,807.2418549405587,807.2418549405587,807.2418549405587,108.83944472793667,108.83944472793667,108.83944472793667,698.402410212622,698.402410212622,698.402410212622,0.0,0.0,0.0,10081.549030904538
2023-11-13,9271.232519570607,9479.784857083701,10826.236930971612,9271.232519570607,9271.232519570607,856.58697177479,856.58697177479,856.58697177479,135.66463114686647,135.66463114686647,135.66463114686647,720.9223406279235,720.9223406279235,720.9223406279235,0.0,0.0,0.0,10127.819491345397
2023-11-14,9268.157863177235,9464.245973104798,10896.604494394558,9268.157863177235,9268.157863177235,944.320453945565,944.320453945565,944.320453945565,201.03915772017598,201.03915772017598,201.03915772017598,743.281296225389,743.281296225389,743.281296225389,0.0,0.0,0.0,10212.478317122801
2023-11-15,9265.083206783864,9556.691302165931,10990.070639955875,9265.083206783864,9265.083206783864,998.8371029777272,998.8371029777272,998.8371029777272,233.47138643641458,233.47138643641458,233.47138643641458,765.3657165413127,765.3657165413127,765.3657165413127,0.0,0.0,0.0,10263.92030976159
2023-11-16,9262.008550390494,9592.679291037633,10946.316771493597,9262.008550390494,9262.008550390494,1005.8813440085901,1005.8813440085901,1005.8813440085901,218.76751542437228,218.76751542437228,218.76751542437228,787.113828584218,787.113828584218,787.113828584218,0.0,0.0,0.0,10267.889894399084
2023-11-19,9252.78458121038,9492.921284720265,10861.02937204752,9252.78458121038,9252.78458121038,959.3814706813197,959.3814706813197,959.3814706813197,108.83944472903333,108.83944472903333,108.83944472903333,850.5420259522862,850.5420259522862,850.5420259522862,0.0,0.0,0.0,10212.1660518917
2023-11-20,9249.709924817009,9581.007237103946,10979.958911285948,9249.709924817009,9249.709924817009,1007.0824307136975,1007.0824307136975,1007.0824307136975,135.6646311456315,135.6646311456315,135.6646311456315,871.4177995680661,871.4177995680661,871.4177995680661,0.0,0.0,0.0,10256.792355530706
2023-11-21,9246.635268423637,9698.379034851312,11010.759912800106,9246.635268423637,9246.635268423637,1093.4948018175446,1093.4948018175446,1093.4948018175446,201.03915771960376,201.03915771960376,201.03915771960376,892.4556440979409,892.4556440979409,892.4556440979409,0.0,0.0,0.0,10340.130070241183
2023-11-23,9240.485955636894,9753.636047468786,11060.213713098005,9240.485955636894,9240.485955636894,1154.7896238559597,1154.7896238559597,1154.7896238559597,218.76751542548243,218.76751542548243,218.76751542548243,936.0221084304775,936.0221084304775,936.0221084304775,0.0,0.0,0.0,10395.275579492853
2023-11-26,9231.26198645678,9618.115417345109,11063.37232952924,9231.26198645678,9231.26198645678,1118.3913999422455,1118.3913999422455,1118.3913999422455,108.83944472871026,108.83944472871026,108.83944472871026,1009.5519552135349,1009.5519552135349,1009.5519552135349,0.0,0.0,0.0,10349.653386399026
2023-11-27,9228.18733006341,9667.016450563835,11091.262724755645,9228.18733006341,9228.18733006341,1173.1637852164647,1173.1637852164647,1173.1637852164647,135.66463114598545,135.66463114598545,135.66463114598545,1037.4991540704793,1037.4991540704793,1037.4991540704793,0.0,0.0,0.0,10401.351115279875
2023-11-28,9225.112673425121,9768.568893201409,11225.754337731481,9225.112673425121,9225.112673425121,1268.70265276123,1268.70265276123,1268.70265276123,201.03915772088035,201.03915772088035,201.03915772088035,1067.6634950403497,1067.6634950403497,1067.6634950403497,0.0,0.0,0.0,10493.815326186352
2023-11-29,9222.038016786832,9834.86748219784,11256.571845220351,9222.038016786832,9222.038016786832,1333.7740343549287,1333.7740343549287,1333.7740343549287,233.4713864377408,233.4713864377408,233.4713864377408,1100.302647917188,1100.302647917188,1100.302647917188,0.0,0.0,0.0,10555.81205114176
2023-11-30,9218.963360148542,9845.92027024574,11217.069828100237,9218.963360148542,9218.963360148542,1354.397604003594,1354.397604003594,1354.397604003594,218.76751542659255,218.76751542659255,218.76751542659255,1135.6300885770015,1135.6300885770015,1135.6300885770015,0.0,0.0,0.0,10573.360964152136
2023-12-03,9209.739390233677,9866.520329575078,11261.845112248337,9209.739390233677,9209.739390233677,1367.8272881863002,1367.8272881863002,1367.8272881863002,108.83944472980687,108.83944472980687,108.83944472980687,1258.9878434564935,1258.9878434564935,1258.9878434564935,0.0,0.0,0.0,10577.566678419977
2023-12-04,9206.66473359539,9951.101560425595,11306.860108077772,9206.66473359539,9206.66473359539,1441.6175438942805,1441.6175438942805,1441.6175438942805,135.66463114491933,135.66463114491933,135.66463114491933,1305.9529127493613,1305.9529127493613,1305.9529127493613,0.0,0.0,0.0,10648.28227748967
2023-12-05,9203.590076957102,10071.899646618931,11414.160032116484,9203.590076957102,9203.590076957102,1556.7009156467384,1556.7009156467384,1556.7009156467384,201.0391577184592,201.0391577184592,201.0391577184592,1355.6617579282797,1355.6617579282797,1355.6617579282797,0.0,0.0,0.0,10760.290992603841
2023-12-06,9200.515420318812,10153.018888533716,11543.474490283492,9200.515420318812,9200.515420318812,1641.3442943174052,1641.3442943174052,1641.3442943174052,233.47138643714854,233.47138643714854,233.47138643714854,1407.8729078802564,1407.8729078802564,1407.8729078802564,0.0,0.0,0.0,10841.859714636217
2023-12-07,9197.440763680524,10177.97412073986,11567.868687139626,9197.440763680524,9197.440763680524,1681.0199895490566,1681.0199895490566,1681.0199895490566,218.76751542451143,218.76751542451143,218.76751542451143,1462.252474124545,1462.252474124545,1462.252474124545,0.0,0.0,0.0,10878.460753229581
2023-12-10,9188.216793765658,10250.284928118783,11630.962607425126,9188.216793765658,9188.216793765658,1742.5468525161905,1742.5468525161905,1742.5468525161905,108.83944473019358,108.83944473019358,108.83944473019358,1633.7074077859966,1633.7074077859966,1633.7074077859966,0.0,0.0,0.0,10930.763646281848
2023-12-11,9185.14213712737,10302.006604428858,11705.384154621363,9185.14213712737,9185.14213712737,1827.310612701477,1827.310612701477,1827.310612701477,135.66463114385328,135.66463114385328,135.66463114385328,1691.6459815576238,1691.6459815576238,1691.6459815576238,0.0,0.0,0.0,11012.452749828848
2023-12-12,9182.06748048908,10435.435002396414,11821.623397332804,9182.06748048908,9182.06748048908,1949.8403644618957,1949.8403644618957,1949.8403644618957,201.03915772056956,201.03915772056956,201.03915772056956,1748.801206741326,1748.801206741326,1748.801206741326,0.0,0.0,0.0,11131.907844950976
2023-12-13,9178.992823850793,10542.45481431871,11949.475299707827,9178.992823850793,9178.992823850793,2037.8491462412387,2037.8491462412387,2037.8491462412387,233.47138643781162,233.47138643781162,233.47138643781162,1804.3777598034274,1804.3777598034274,1804.3777598034274,0.0,0.0,0.0,11216.841970092031
2023-12-14,9175.918167212503,10580.90951100819,11991.132697351875,9175.918167212503,9175.918167212503,2076.3059291020813,2076.3059291020813,2076.3059291020813,218.76751542562158,218.76751542562158,218.76751542562158,1857.5384136764592,1857.5384136764592,1857.5384136764592,0.0,0.0,0.0,11252.224096314585
2023-12-17,9166.694197297638,10606.351228485073,11961.066593047988,9166.694197297638,9166.694197297638,2102.676900431242,2102.676900431242,2102.676900431242,108.83944472756036,108.83944472756036,108.83944472756036,1993.8374557036823,1993.8374557036823,1993.8374557036823,0.0,0.0,0.0,11269.37109772888
2023-12-18,9163.619540659349,10641.180135700919,12075.849657316563,9163.619540659349,9163.619540659349,2164.3196177601067,2164.3196177601067,2164.3196177601067,135.6646311456272,135.6646311456272,135.6646311456272,2028.6549866144792,2028.6549866144792,2028.6549866144792,0.0,0.0,0.0,11327.939158419456
2023-12-19,9160.54488402106,10706.642261871517,12151.089309652943,9160.54488402106,9160.54488402106,2257.822766708703,2257.822766708703,2257.822766708703,201.03915771814846,201.03915771814846,201.03915771814846,2056.783608990554,2056.783608990554,2056.783608990554,0.0,0.0,0.0,11418.367650729762
2023-12-20,9157.470227382772,10755.287194367118,12143.259262027208,9157.470227382772,9157.470227382772,2310.9389058582565,2310.9389058582565,2310.9389058582565,233.47138643656308,233.47138643656308,233.47138643656308,2077.4675194216934,2077.4675194216934,2077.4675194216934,0.0,0.0,0.0,11468.409133241028
2023-12-21,9154.395570744484,10778.263887607798,12202.804865714881,9154.395570744484,9154.395570744484,2308.78961091392,2308.78961091392,2308.78961091392,218.7675154251362,218.7675154251362,218.7675154251362,2090.022095488784,2090.022095488784,2090.022095488784,0.0,0.0,0.0,11463.185181658404
2023-12-25,9142.09694419133,10631.346710500424,12041.798443961396,9142.09694419133,9142.09694419133,2184.199827760233,2184.199827760233,2184.199827760233,135.6646311445611,135.6646311445611,135.6646311445611,2048.5351966156722,2048.5351966156722,2048.5351966156722,0.0,0.0,0.0,11326.296771951562
2023-12-26,9139.02228755304,10663.671275768322,12035.006881152516,9139.02228755304,9139.02228755304,2214.655761213266,2214.655761213266,2214.655761213266,201.03915771942505,201.03915771942505,201.03915771942505,2013.6166034938412,2013.6166034938412,2013.6166034938412,0.0,0.0,0.0,11353.678048766305
2023-12-27,9135.947630914752,10634.04448316691,12054.007537233556,9135.947630914752,9135.947630914752,2202.143030126718,2202.143030126718,2202.143030126718,233.47138643722622,233.47138643722622,233.47138643722622,1968.6716436894915,1968.6716436894915,1968.6716436894915,0.0,0.0,0.0,11338.09066104147
2023-12-28,9132.872974276463,10548.653749961226,11924.456159723222,9132.872974276463,9132.872974276463,2132.5982879415074,2132.5982879415074,2132.5982879415074,218.76751542532392,218.76751542532392,218.76751542532392,1913.8307725161833,1913.8307725161833,1913.8307725161833,0.0,0.0,0.0,11265.47126221797
2024-01-01,9120.574347723308,10161.565237679166,11550.449200254183,9120.574347723308,9120.574347723308,1738.457139854366,1738.457139854366,1738.457139854366,135.664631144915,135.664631144915,135.664631144915,1602.792508709451,1602.792508709451,1602.792508709451,0.0,0.0,0.0,10859.031487577675
2024-01-02,9117.499691039744,10132.635696904601,11508.973305027781,9117.499691039744,9117.499691039744,1706.0691809786433,1706.0691809786433,1706.0691809786433,201.03915771968653,201.03915771968653,201.03915771968653,1505.030023258957,1505.030023258957,1505.030023258957,0.0,0.0,0.0,10823.568872018388
2024-01-03,9114.42503435618,10026.773978768832,11432.25042205261,9114.42503435618,9114.42503435618,1634.2920018500477,1634.2920018500477,1634.2920018500477,233.47138643597773,233.47138643597773,233.47138643597773,1400.82061541407,1400.82061541407,1400.82061541407,0.0,0.0,0.0,10748.717036206228
2024-01-04,9111.350377672616,9900.190421173707,11324.08559000482,9111.350377672616,9111.350377672616,1509.8688827387714,1509.8688827387714,1509.8688827387714,218.76751542483848,218.76751542483848,218.76751542483848,1291.101367313933,1291.101367313933,1291.101367313933,0.0,0.0,0.0,10621.219260411388
2024-01-07,9102.126407621923,9477.413781116515,10816.769428971493,9102.126407621923,9102.126407621923,1048.007799355778,1048.007799355778,1048.007799355778,108.83944472943051,108.83944472943051,108.83944472943051,939.1683546263475,939.1683546263475,939.1683546263475,0.0,0.0,0.0,10150.134206977702
2024-01-08,9099.051750938359,9333.900401056282,10776.995411357471,9099.051750938359,9099.051750938359,953.5407484729471,953.5407484729471,953.5407484729471,135.66463114510006,135.66463114510006,135.66463114510006,817.876117327847,817.876117327847,817.876117327847,0.0,0.0,0.0,10052.592499411307
2024-01-09,9095.977094254795,9308.657132519325,10701.250732537783,9095.977094254795,9095.977094254795,897.4656230191354,897.4656230191354,897.4656230191354,201.0391577191142,201.0391577191142,201.0391577191142,696.4264653000214,696.4264653000214,696.4264653000214,0.0,0.0,0.0,9993.44271727393
2024-01-10,9092.90243757123,9196.364508613638,10587.921758421655,9092.90243757123,9092.90243757123,809.3693244730255,809.3693244730255,809.3693244730255,233.47138643855234,233.47138643855234,233.47138643855234,575.8979380344733,575.8979380344733,575.8979380344733,0.0,0.0,0.0,9902.271762044256
2024-01-11,9089.827780887666,9038.620831047758,10483.22810805729,9089.827780887666,9089.827780887666,676.0977257826851,676.0977257826851,676.0977257826851,218.7675154259486,218.7675154259486,218.7675154259486,457.3302103567364,457.3302103567364,457.3302103567364,0.0,0.0,0.0,9765.925506670352
2024-01-15,9077.52915415341,8540.263394311616,9945.137677301605,9077.52915415341,9077.52915415341,156.88797038625265,156.88797038625265,156.88797038625265,135.66463114545397,135.66463114545397,135.66463114545397,21.223339240798694,21.223339240798694,21.223339240798694,0.0,0.0,0.0,9234.417124539663
2024-01-16,9074.454497469846,8457.846305731146,9894.8586116125,9074.454497469846,9074.454497469846,126.67015161592315,126.67015161592315,126.67015161592315,201.03915771854196,201.03915771854196,201.03915771854196,-74.36900610261885,-74.36900610261885,-74.36900610261885,0.0,0.0,0.0,9201.124649085768
2024-01-17,9071.379840786281,8418.785613580796,9851.564478474414,9071.379840786281,9071.379840786281,70.08450686511432,70.08450686511432,70.08450686511432,233.47138643730395,233.47138643730395,233.47138643730395,-163.38687957218957,-163.38687957218957,-163.38687957218957,0.0,0.0,0.0,9141.464347651396
2024-01-18,9068.305184102717,8324.054878629204,9738.137303447102,9068.305184102717,9068.305184102717,-26.660731931277112,-26.660731931277112,-26.660731931277112,218.76751542546307,218.76751542546307,218.76751542546307,-245.42824735674026,-245.42824735674026,-245.42824735674026,0.0,0.0,0.0,9041.64445217144
2024-01-21,9059.081214052025,8059.8197712179735,9401.03134651644,9059.081214052025,9059.081214052025,-338.6187364501478,-338.6187364501478,-338.6187364501478,108.83944473020402,108.83944473020402,108.83944473020402,-447.4581811803519,-447.4581811803519,-447.4581811803519,0.0,0.0,0.0,8720.462477601877
2024-01-22,9056.00655736846,8000.327768341029,9396.012239116677,9056.00655736846,9056.00655736846,-364.278347176583,-364.278347176583,-364.278347176583,135.66463114580782,135.66463114580782,135.66463114580782,-499.94297832239084,-499.94297832239084,-499.94297832239084,0.0,0.0,0.0,8691.728210191877
2024-01-23,9052.931900684896,8042.374865584798,9403.181294781223,9052.931900684896,9052.931900684896,-344.15574737672705,-344.15574737672705,-344.15574737672705,201.03915771981863,201.03915771981863,201.03915771981863,-545.1949050965457,-545.1949050965457,-545.1949050965457,0.0,0.0,0.0,8708.776153308168
2024-01-24,9049.857244001332,7979.909205331811,9346.996597281426,9049.857244001332,9049.857244001332,-350.0112657279226,-350.0112657279226,-350.0112657279226,233.4713864367117,233.4713864367117,233.4713864367117,-583.4826521646343,-583.4826521646343,-583.4826521646343,0.0,0.0,0.0,8699.84597827341
2024-01-25,9046.782587317768,7974.029246193935,9370.181323655603,9046.782587317768,9046.782587317768,-396.39459093776475,-396.39459093776475,-396.39459093776475,218.76751542657337,218.76751542657337,218.76751542657337,-615.162106364338,-615.162106364338,-615.162106364338,0.0,0.0,0.0,8650.387996380003
2024-01-28,9037.558617267077,7793.275420585466,9176.794135896265,9037.558617267077,9037.558617267077,-566.3297723607708,-566.3297723607708,-566.3297723607708,108.83944473130065,108.83944473130065,108.83944473130065,-675.1692170920714,-675.1692170920714,-675.1692170920714,0.0,0.0,0.0,8471.228844906307
2024-01-29,9034.483960583513,7787.8243575268225,9200.322767401334,9034.483960583513,9034.483960583513,-549.6314410139737,-549.6314410139737,-549.6314410139737,135.6646311459929,135.6646311459929,135.6646311459929,-685.2960721599666,-685.2960721599666,-685.2960721599666,0.0,0.0,0.0,8484.85251956954
2024-01-30,9031.409303899947,7864.6041131666225,9255.832139177126,9031.409303899947,9031.409303899947,-490.42996171578955,-490.42996171578955,-490.42996171578955,201.03915772109525,201.03915772109525,201.03915772109525,-691.4691194368847,-691.4691194368847,-691.4691194368847,0.0,0.0,0.0,8540.979342184157
2024-01-31,9028.334647216383,7910.601595660751,9238.71021885312,9028.334647216383,9028.334647216383,-460.8282893972875,-460.8282893972875,-460.8282893972875,233.47138643737475,233.47138643737475,233.47138643737475,-694.2996758346623,-694.2996758346623,-694.2996758346623,0.0,0.0,0.0,8567.506357819095
2024-02-01,9025.25999053282,7852.967916030338,9324.436601776824,9025.25999053282,9025.25999053282,-475.62679473002635,-475.62679473002635,-475.62679473002635,218.76751542356985,218.76751542356985,218.76751542356985,-694.3943101535962,-694.3943101535962,-694.3943101535962,0.0,0.0,0.0,8549.633195802795
2024-02-04,9016.036020482128,7714.30016710844,9137.613027042999,9016.036020482128,9016.036020482128,-575.1636524242774,-575.1636524242774,-575.1636524242774,108.83944472866736,108.83944472866736,108.83944472866736,-684.003097152945,-684.003097152945,-684.003097152945,0.0,0.0,0.0,8440.872368057851
2024-02-05,9012.05457024015,7770.788624980495,9206.965564424823,9012.05457024015,9012.05457024015,-543.0474105078526,-543.0474105078526,-543.0474105078526,135.6646311449268,135.6646311449268,135.6646311449268,-678.7120416527795,-678.7120416527795,-678.7120416527795,0.0,0.0,0.0,8469.007159732299
2024-02-06,9008.073119998173,7828.909631127672,9236.749991365887,9008.073119998173,9008.073119998173,-472.2119988279326,-472.2119988279326,-472.2119988279326,201.0391577205229,201.0391577205229,201.0391577205229,-673.2511565484556,-673.2511565484556,-673.2511565484556,0.0,0.0,0.0,8535.861121170241
2024-02-07,9004.091669756195,7899.431152712351,9278.15517596123,9004.091669756195,9004.091669756195,-434.5084683023368,-434.5084683023368,-434.5084683023368,233.4713864380379,233.4713864380379,233.4713864380379,-667.9798547403745,-667.9798547403745,-667.9798547403745,0.0,0.0,0.0,8569.58320145386
2024-02-08,9000.110219514218,7854.887355764131,9212.311646583456,9000.110219514218,9000.110219514218,-444.4260401923866,-444.4260401923866,-444.4260401923866,218.76751542467997,218.76751542467997,218.76751542467997,-663.1935556170665,-663.1935556170665,-663.1935556170665,0.0,0.0,0.0,8555.68417932183
2024-02-11,8988.165868788286,7698.36945883234,9097.155856119865,8988.165868788286,8988.165868788286,-544.86949880356,-544.86949880356,-544.86949880356,108.83944472905415,108.83944472905415,108.83944472905415,-653.7089435326141,-653.7089435326141,-653.7089435326141,0.0,0.0,0.0,8443.296369984726
2024-02-12,8984.184418546309,7772.144093616923,9208.900823642838,8984.184418546309,8984.184418546309,-516.8380660376718,-516.8380660376718,-516.8380660376718,135.6646311467007,135.6646311467007,135.6646311467007,-652.5026971843724,-652.5026971843724,-652.5026971843724,0.0,0.0,0.0,8467.346352508637
2024-02-13,8980.20296830433,7835.1357315018195,9281.868897087183,8980.20296830433,8980.20296830433,-451.24827595717215,-451.24827595717215,-451.24827595717215,201.03915771995065,201.03915771995065,201.03915771995065,-652.2874336771229,-652.2874336771229,-652.2874336771229,0.0,0.0,0.0,8528.954692347157
2024-02-14,8976.221518062352,7864.465163330962,9238.292096581883,8976.221518062352,8976.221518062352,-419.51861861854474,-419.51861861854474,-419.51861861854474,233.47138643678934,233.47138643678934,233.47138643678934,-652.9900050553341,-652.9900050553341,-652.9900050553341,0.0,0.0,0.0,8556.702899443806
2024-02-15,8972.240067820376,7814.466873489883,9219.894131322024,8972.240067820376,8972.240067820376,-435.7244993348447,-435.7244993348447,-435.7244993348447,218.76751542419444,218.76751542419444,218.76751542419444,-654.4920147590393,-654.4920147590393,-654.4920147590393,0.0,0.0,0.0,8536.51556848553
2024-02-19,8956.314266852465,7739.270889762371,9068.963768373509,8956.314266852465,8956.314266852465,-529.3158422259813,-529.3158422259813,-529.3158422259813,135.66463114563464,135.66463114563464,135.66463114563464,-664.980473371616,-664.980473371616,-664.980473371616,0.0,0.0,0.0,8426.998424626483
2024-02-20,8952.332816610487,7808.797249949063,9166.18019747148,8952.332816610487,8952.332816610487,-466.6369348169031,-466.6369348169031,-466.6369348169031,201.03915772021222,201.03915772021222,201.03915772021222,-667.6760925371152,-667.6760925371152,-667.6760925371152,0.0,0.0,0.0,8485.695881793585
2024-02-21,8948.35136636851,7802.072547465357,9245.80196523542,8948.35136636851,8948.35136636851,-436.49203878062536,-436.49203878062536,-436.49203878062536,233.4713864355408,233.4713864355408,233.4713864355408,-669.9634252161662,-669.9634252161662,-669.9634252161662,0.0,0.0,0.0,8511.859327587885
2024-02-22,8944.369916126534,7759.488804547651,9207.248610894247,8944.369916126534,8944.369916126534,-452.86977774827795,-452.86977774827795,-452.86977774827795,218.76751542530457,218.76751542530457,218.76751542530457,-671.6372931735826,-671.6372931735826,-671.6372931735826,0.0,0.0,0.0,8491.500138378256
2024-02-25,8932.425565400601,7680.194136267097,9056.04923342031,8932.425565400601,8932.425565400601,-562.4219358142792,-562.4219358142792,-562.4219358142792,108.83944472680757,108.83944472680757,108.83944472680757,-671.2613805410869,-671.2613805410869,-671.2613805410869,0.0,0.0,0.0,8370.003629586321
