ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-05-08,8222.35214476724,7491.8550368061315,8872.56507158955,8222.35214476724,8222.35214476724,-24.59597984584583,-24.59597984584583,-24.59597984584583,135.6646311452552,135.6646311452552,135.6646311452552,-160.26061099110106,-160.26061099110106,-160.26061099110106,0.0,0.0,0.0,8197.756164921393
2023-05-09,8220.581864929405,7624.555212933349,9022.105487226476,8220.581864929405,8220.581864929405,59.81156146504485,59.81156146504485,59.81156146504485,201.039157722214,201.039157722214,201.039157722214,-141.22759625716913,-141.22759625716913,-141.22759625716913,0.0,0.0,0.0,8280.39342639445
2023-05-10,8218.81158509157,7593.842891744759,9049.009093348692,8218.81158509157,8218.81158509157,107.00501475158751,107.00501475158751,107.00501475158751,233.47138643625743,233.47138643625743,233.47138643625743,-126.46637168466994,-126.46637168466994,-126.46637168466994,0.0,0.0,0.0,8325.816599843156
2023-05-11,8217.041305253733,7634.568896749489,9011.398602306688,8217.041305253733,8217.041305253733,102.64462195879895,102.64462195879895,102.64462195879895,218.76751542454,218.76751542454,218.76751542454,-116.12289346574104,-116.12289346574104,-116.12289346574104,0.0,0.0,0.0,8319.685927212533
2023-05-14,8211.730465740227,7544.180243379367,8910.421473224222,8211.730465740227,8211.730465740227,-3.3615099749294743,-3.3615099749294743,-3.3615099749294743,108.83944472872183,108.83944472872183,108.83944472872183,-112.20095470365132,-112.20095470365132,-112.20095470365132,0.0,0.0,0.0,8208.368955765298
2023-05-15,8209.960185902391,7516.348836601936,8873.114024259106,8209.960185902391,8209.960185902391,15.826538337093028,15.826538337093028,15.826538337093028,135.66463114544027,135.66463114544027,135.66463114544027,-119.83809280834724,-119.83809280834724,-119.83809280834724,0.0,0.0,0.0,8225.786724239484
2023-05-16,8208.189906064556,7495.496102380392,8967.219519155035,8208.189906064556,8208.189906064556,69.2825844619697,69.2825844619697,69.2825844619697,201.0391577197929,201.0391577197929,201.0391577197929,-131.7565732578232,-131.7565732578232,-131.7565732578232,0.0,0.0,0.0,8277.472490526525
2023-05-17,8206.419626226721,7592.747001042662,8967.504171482195,8206.419626226721,8206.419626226721,85.71311240317355,85.71311240317355,85.71311240317355,233.471386438832,233.471386438832,233.471386438832,-147.7582740356585,-147.7582740356585,-147.7582740356585,0.0,0.0,0.0,8292.132738629894
2023-05-18,8204.649346388886,7501.445939793204,8917.480256059245,8204.649346388886,8204.649346388886,51.1740891415109,51.1740891415109,51.1740891415109,218.76751542565015,218.76751542565015,218.76751542565015,-167.59342628413924,-167.59342628413924,-167.59342628413924,0.0,0.0,0.0,8255.823435530396
2023-05-21,8199.338506875378,7317.48272144016,8793.860687328268,8199.338506875378,8199.338506875378,-138.0806824855573,-138.0806824855573,-138.0806824855573,108.83944472981841,108.83944472981841,108.83944472981841,-246.92012721537577,-246.92012721537577,-246.92012721537577,0.0,0.0,0.0,8061.257824389821
2023-05-22,8197.568227037544,7341.40806598329,8726.442653977867,8197.568227037544,8197.568227037544,-143.05618626474305,-143.05618626474305,-143.05618626474305,135.66463114579415,135.66463114579415,135.66463114579415,-278.72081741053717,-278.72081741053717,-278.72081741053717,0.0,0.0,0.0,8054.512040772801
2023-05-23,8195.797947199708,7367.45234496212,8761.723631515755,8195.797947199708,8195.797947199708,-111.46526385853865,-111.46526385853865,-111.46526385853865,201.03915772106956,201.03915772106956,201.03915772106956,-312.50442157960816,-312.50442157960816,-312.50442157960816,0.0,0.0,0.0,8084.332683341169
2023-05-24,8194.027667361872,7341.399254259025,8763.00427410347,8194.027667361872,8194.027667361872,-114.35349111414364,-114.35349111414364,-114.35349111414364,233.47138643758356,233.47138643758356,233.47138643758356,-347.8248775517272,-347.8248775517272,-347.8248775517272,0.0,0.0,0.0,8079.674176247729
2023-05-25,8192.257387524036,7339.731401137757,8786.712172888661,8192.257387524036,8192.257387524036,-165.4603830346065,-165.4603830346065,-165.4603830346065,218.76751542516476,218.76751542516476,218.76751542516476,-384.2278984597712,-384.2278984597712,-384.2278984597712,0.0,0.0,0.0,8026.797004489429
2023-05-29,8185.176268172694,7056.760370205059,8494.274629658425,8185.176268172694,8185.176268172694,-396.0631839445656,-396.0631839445656,-396.0631839445656,135.6646311447281,135.6646311447281,135.6646311447281,-531.7278150892936,-531.7278150892936,-531.7278150892936,0.0,0.0,0.0,7789.113084228128
2023-05-30,8183.405988334859,7145.306472358054,8477.820569008398,8183.405988334859,8183.405988334859,-365.9436477088401,-365.9436477088401,-365.9436477088401,201.0391577194821,201.0391577194821,201.0391577194821,-566.9828054283222,-566.9828054283222,-566.9828054283222,0.0,0.0,0.0,7817.462340626019
2023-05-31,8181.635708497023,7084.256749002161,8512.243817407292,8181.635708497023,8181.635708497023,-367.37762005836294,-367.37762005836294,-367.37762005836294,233.47138643699137,233.47138643699137,233.47138643699137,-600.8490064953543,-600.8490064953543,-600.8490064953543,0.0,0.0,0.0,7814.258088438661
2023-06-01,8179.865428659188,7099.685468287171,8438.702908217743,8179.865428659188,8179.865428659188,-414.2534992632666,-414.2534992632666,-414.2534992632666,218.7675154262749,218.7675154262749,218.7675154262749,-633.0210146895415,-633.0210146895415,-633.0210146895415,0.0,0.0,0.0,7765.611929395922
2023-06-04,8174.554589145681,6861.324007807645,8277.248896393661,8174.554589145681,8174.554589145681,-608.1731067886797,-608.1731067886797,-608.1731067886797,108.83944473059198,108.83944473059198,108.83944473059198,-717.0125515192715,-717.0125515192715,-717.0125515192715,0.0,0.0,0.0,7566.381482357002
2023-06-05,8172.784309307845,6864.721822992846,8271.949217494077,8172.784309307845,8172.784309307845,-604.6349447561815,-604.6349447561815,-604.6349447561815,135.664631145082,135.664631145082,135.664631145082,-740.2995759012636,-740.2995759012636,-740.2995759012636,0.0,0.0,0.0,7568.149364551664
2023-06-06,8171.0140294700095,6869.997067207234,8277.556616931633,8171.0140294700095,8171.0140294700095,-560.0549542841661,-560.0549542841661,-560.0549542841661,201.0391577207587,201.0391577207587,201.0391577207587,-761.0941120049248,-761.0941120049248,-761.0941120049248,0.0,0.0,0.0,7610.959075185843
